INVOICE_NO,vcurr Net Revenue,vcurr Gross Revenue,INVOICE_DATE,$ Net Revenue,$ Gross Revenue
VKR-138056,17278,17277.837678571424,10/9/2024 0:00,19351,19351.1782
VKR-138057,1082,1082.4001785714283,10/9/2024 0:00,1212,1212.2882
VKR-138069,25988,25987.50419642857,10/10/2024 0:00,29106,29106.0047
VKR-138070,5565,5565.000892857142,10/10/2024 0:00,6233,6232.801
VKR-138071,687,687.1255357142857,10/10/2024 0:00,770,769.5806
VKR-138072,550,550.0000892857142,10/10/2024 0:00,616,616.0001
VKR-138073,5418,5418.000892857142,10/10/2024 0:00,6068,6068.161
VKR-138074,17388,17388.002767857142,10/10/2024 0:00,19475,19474.5631
VKR-138075,25216,25216.38401785714,10/10/2024 0:00,28242,28242.3501
VKR-138076,9804,9803.589107142856,10/14/2024 0:00,10980,10980.0198
VKR-138077,44754,44753.63223214285,10/11/2024 0:00,50124,50124.0681
VKR-138078,16151,16150.952589285715,10/11/2024 0:00,18089,18089.0669
VKR-138079,16151,16150.952589285715,10/11/2024 0:00,18089,18089.0669
VKR-138080,11126,11126.223303571427,10/11/2024 0:00,12461,12461.3701
VKR-138081,26266,26265.52276785714,10/11/2024 0:00,29417,29417.385499999997
VKR-138082,33465,33464.98357142857,10/14/2024 0:00,37481,37480.7816
VKR-138083,44928,44928.00714285714,10/14/2024 0:00,50319,50319.368
VKR-138084,44928,44928.00723214285,10/14/2024 0:00,50319,50319.3681
VKR-138085,44928,44928.00723214285,10/14/2024 0:00,50319,50319.3681
VKR-138088,30000,30000.00482142857,10/14/2024 0:00,33600,33600.0054
VKR-138089,15301,15300.902410714283,10/14/2024 0:00,17137,17137.0107
VKR-138090,15301,15300.902410714283,10/14/2024 0:00,17137,17137.0107
VKR-138091,15301,15300.902410714283,10/14/2024 0:00,17137,17137.0107
VKR-138092,15301,15300.902410714283,10/14/2024 0:00,17137,17137.0107
VKR-138093,15301,15300.902410714283,10/14/2024 0:00,17137,17137.0107
VKR-138094,15301,15300.902410714283,10/14/2024 0:00,17137,17137.0107
VKR-138095,12060,12059.818928571427,10/14/2024 0:00,13507,13506.9972
VKR-138096,26734,26734.054285714283,10/14/2024 0:00,29942,29942.1408
VKR-138097,89760,89760.01438,10/15/2024 0:00,100531,100531.2161
VKR-138098,26734,26734.054285714283,10/15/2024 0:00,29942,29942.1408
VKR-138099,15301,15300.902410714283,10/15/2024 0:00,17137,17137.0107
VKR-138100,15301,15300.902410714283,10/15/2024 0:00,17137,17137.0107
VKR-138101,7432,7431.821160714285,10/15/2024 0:00,8324,8323.6397
VKR-138102,25082,25082.39651785714,10/15/2024 0:00,28092,28092.2841
VKR-138103,25082,25082.39651785714,10/15/2024 0:00,28092,28092.2841
VKR-138104,25082,25082.39651785714,10/15/2024 0:00,28092,28092.2841
VKR-138105,21675,21675.003482142856,10/15/2024 0:00,24276,24276.0039
VKR-138106,38214,38214.11705357143,10/15/2024 0:00,42800,42799.8111
VKR-138107,23436,23436.003749999996,10/14/2024 0:00,26248,26248.3242
VKR-138108,1790,1789.8752678571427,10/14/2024 0:00,2005,2004.6603
VKR-138109,5791,5791.135535714285,10/15/2024 0:00,6486,6486.0718
VKR-138110,22313,22312.50357142857,10/15/2024 0:00,24990,24990.004
VKR-138111,5394,5394.4590178571425,10/15/2024 0:00,6042,6041.7941
VKR-138112,25082,25082.39651785714,10/16/2024 0:00,28092,28092.2841
VKR-138113,22400,22400.00357142857,10/16/2024 0:00,25088,25088.004
VKR-138114,25082,25082.39651785714,10/16/2024 0:00,28092,28092.2841
VKR-138115,34078,34077.831249999996,10/16/2024 0:00,38167,38167.171
VKR-138116,43949,43949.084910714286,10/16/2024 0:00,49223,49222.9751
VKR-138117,25082,25082.39651785714,10/16/2024 0:00,28092,28092.2841
VKR-138118,13983,13983.228214285713,10/16/2024 0:00,15661,15661.2156
VKR-138119,15907,15907.179553571426,10/16/2024 0:00,17816,17816.0411
VKR-138120,16267,16266.820089285715,10/16/2024 0:00,18219,18218.8385
VKR-138121,56545,56544.75901785714,10/16/2024 0:00,63330,63330.1301
VKR-138122,56545,56544.75901785714,10/16/2024 0:00,63330,63330.1301
VKR-138123,56545,56544.75901785714,10/16/2024 0:00,63330,63330.1301
VKR-138124,1570,1570.0001785714285,10/16/2024 0:00,1758,1758.4002
VKR-138125,56545,56544.75901785714,10/17/2024 0:00,63330,63330.1301
VKR-138126,56545,56544.75901785714,10/17/2024 0:00,63330,63330.1301
VKR-138127,50262,50262.00803571428,10/17/2024 0:00,56293,56293.449
VKR-138128,0,0,10/17/2024 0:00,0,0
VKR-138129,5742,5741.674375,10/17/2024 0:00,6431,6430.6753
VKR-138130,43822,43821.89937499999,10/17/2024 0:00,49081,49080.5273
VKR-138131,3159,3159.429910714285,10/17/2024 0:00,3539,3538.5615
VKR-138132,29789,29788.611339285715,10/17/2024 0:00,33363,33363.2447
VKR-138133,37162,37162.13098214285,10/18/2024 0:00,41622,41621.5867
VKR-138134,38517,38516.631160714285,10/18/2024 0:00,43139,43138.6269
VKR-138135,4434,4433.8637499999995,10/18/2024 0:00,4966,4965.9274
VKR-138136,38452,38452.05616071428,10/18/2024 0:00,43066,43066.3029
VKR-138137,28666,28665.61776785714,10/18/2024 0:00,32105,32105.4919
VKR-138138,13484,13483.522232142856,10/18/2024 0:00,15102,15101.544899999999
VKR-138139,11245,11244.801874999997,10/18/2024 0:00,12594,12594.1781
VKR-138140,40635,40635.00651785714,10/18/2024 0:00,45511,45511.2073
VKR-138141,44928,44928.00723214285,10/21/2024 0:00,50319,50319.3681
VKR-138142,44928,44928.00723214285,10/21/2024 0:00,50319,50319.3681
VKR-138143,44928,44928.00723214285,10/21/2024 0:00,50319,50319.3681
VKR-138144,44928,44928.00723214285,10/21/2024 0:00,50319,50319.3681
VKR-138145,51168,51168.008214285706,10/21/2024 0:00,57308,57308.1692
VKR-138146,19794,19794.06428571428,10/21/2024 0:00,22169,22169.352
VKR-138147,21974,21974.315803571426,10/21/2024 0:00,24611,24611.2337
VKR-138148,23368,23367.96375,10/21/2024 0:00,26172,26172.1194
VKR-138149,10060,10059.876428571428,10/21/2024 0:00,11267,11267.0616
VKR-138150,40059,40058.75107142857,10/21/2024 0:00,44866,44865.8012
VKR-138151,8688,8688.151428571427,10/21/2024 0:00,9731,9730.7296
VKR-138152,459,459.2064285714285,10/21/2024 0:00,514,514.3112
VKR-138153,8688,8688.151428571427,10/21/2024 0:00,9731,9730.7296
VKR-138154,7267,7266.751160714285,10/21/2024 0:00,8139,8138.7613
VKR-138155,8688,8688.151428571427,10/21/2024 0:00,9731,9730.7296
VKR-138156,5103,5102.860803571428,10/21/2024 0:00,5715,5715.2041
VKR-138157,22348,22347.67857142857,10/21/2024 0:00,25029,25029.4
VKR-138158,36646,39910.506428571425,10/22/2024 0:00,41043,44699.7672
VKR-138159,36646,39910.506428571425,10/22/2024 0:00,41043,44699.7672
VKR-138160,8688,8688.151428571427,10/22/2024 0:00,9731,9730.7296
VKR-138161,8688,8688.151428571427,10/22/2024 0:00,9731,9730.7296
VKR-138162,7819,7819.336249999999,10/22/2024 0:00,8758,8757.6566
VKR-138163,40519,41331.60651785714,10/22/2024 0:00,45382,46291.3993
VKR-138164,40519,41331.606517857144,10/22/2024 0:00,45382,46291.399300000005
VKR-138165,40519,41331.60660714286,10/22/2024 0:00,45382,46291.3994
VKR-138166,40519,41331.60660714286,10/22/2024 0:00,45382,46291.3994
VKR-138167,41479,41478.54696428571,10/22/2024 0:00,46456,46455.9726
VKR-138168,19679,19679.034464285713,10/22/2024 0:00,22041,22040.5186
VKR-138169,293,293.4130357142857,10/22/2024 0:00,329,328.6226
VKR-138170,29970,29970.04839285714,10/22/2024 0:00,33566,33566.4542
VKR-138171,93,93.41312499999998,10/22/2024 0:00,105,104.6227
VKR-138172,42419,42419.14544642857,10/22/2024 0:00,47509,47509.4429
VKR-138173,43262,43261.84446428571,10/22/2024 0:00,48453,48453.265799999994
VKR-138174,2080,2080.000357142857,10/22/2024 0:00,2330,2329.6004
VKR-138175,2600,2600.000446428571,10/22/2024 0:00,2912,2912.0005
VKR-138176,0,0,10/22/2024 0:00,0,0
VKR-138177,25550,25550.449017857143,10/23/2024 0:00,28617,28616.502900000003
VKR-138178,36646,39910.506428571425,10/23/2024 0:00,41043,44699.7672
VKR-138179,36646,39910.506428571425,10/23/2024 0:00,41043,44699.7672
VKR-138180,32530,32529.755178571424,10/23/2024 0:00,36433,36433.3258
VKR-138181,0,0.009553571,10/23/2024 0:00,0,0.0107
VKR-138182,4455,4455.000714285714,10/23/2024 0:00,4990,4989.6008
VKR-138183,26990,26990.061517857142,10/23/2024 0:00,30229,30228.8689
VKR-138184,1388,1387.5001785714285,10/23/2024 0:00,1554,1554.0002
VKR-138185,29035,29034.958928571425,10/23/2024 0:00,32519,32519.154
VKR-138186,3408,3408.3005357142856,10/23/2024 0:00,3817,3817.2966
VKR-138187,12869,12869.252053571428,10/23/2024 0:00,14414,14413.562300000001
VKR-138188,5626,5626.345178571428,10/23/2024 0:00,6302,6301.5066
VKR-138189,932,931.8858928571427,10/23/2024 0:00,1044,1043.7122
VKR-138190,5798,5797.500892857142,10/23/2024 0:00,6493,6493.201
VKR-138191,200,199.99999999999997,10/23/2024 0:00,224,224
VKR-138192,87040,87040.01392857142,10/23/2024 0:00,97485,97484.8156
VKR-138193,36646,39910.506428571425,10/24/2024 0:00,41043,44699.7672
VKR-138194,1236,1236.0001785714285,10/24/2024 0:00,1384,1384.3202
VKR-138195,44730,44730.00714285714,10/24/2024 0:00,50098,50097.608
VKR-138196,41479,41478.54696428571,10/24/2024 0:00,46456,46455.9726
VKR-138197,15323,15323.455178571425,10/24/2024 0:00,17162,17162.2698
VKR-138198,44730,44730.00714285714,10/24/2024 0:00,50098,50097.608
VKR-138199,2896,2895.5677678571424,10/24/2024 0:00,3243,3243.0359
VKR-138200,11616,11616.001874999998,10/24/2024 0:00,13010,13009.9221
VKR-138201,6363,6362.871785714286,10/24/2024 0:00,7126,7126.4164
VKR-138202,11616,11616.001874999998,10/24/2024 0:00,13010,13009.9221
VKR-138203,299,299.4010714285714,10/24/2024 0:00,335,335.3292
VKR-138204,11616,11616.001874999998,10/24/2024 0:00,13010,13009.9221
VKR-138205,377188,377187.49999999994,10/25/2024 0:00,422450,422450
VKR-138206,44730,44730.00714285714,10/25/2024 0:00,50098,50097.608
VKR-138207,44730,44730.00714285714,10/25/2024 0:00,50098,50097.608
VKR-138208,42029,42028.881696428565,10/26/2024 0:00,47072,47072.347499999996
VKR-138209,41479,41478.54696428571,10/26/2024 0:00,46456,46455.9726
VKR-138210,604,603.5925892857142,10/26/2024 0:00,676,676.0237
VKR-138215,224640,224640.03589285712,10/28/2024 0:00,251597,251596.8402
VKR-138218,35770,36128.405803571426,10/28/2024 0:00,40063,40463.8145
VKR-138219,35770,36128.405803571426,10/28/2024 0:00,40063,40463.8145
VKR-138220,16262,16262.402589285712,10/28/2024 0:00,18214,18213.8909
VKR-138221,36137,36137.39321428571,10/28/2024 0:00,40474,40473.880399999995
VKR-138222,14084,14083.826964285714,10/28/2024 0:00,15774,15773.8862
VKR-138223,20332,20332.003214285713,10/29/2024 0:00,22772,22771.8436
VKR-138224,2425,2425.000357142857,10/29/2024 0:00,2716,2716.0004
VKR-138225,330,330.00008928571424,10/29/2024 0:00,370,369.6001
VKR-138226,13078,13077.839285714284,10/29/2024 0:00,14647,14647.18
VKR-138227,40005,40005.006428571425,10/29/2024 0:00,44806,44805.6072
VKR-138228,35770,36128.405803571426,10/29/2024 0:00,40063,40463.8145
VKR-138229,604,603.5925892857142,10/29/2024 0:00,676,676.0237
VKR-138230,33666,34003.20544642857,10/29/2024 0:00,37706,38083.5901
VKR-138231,40519,41331.60660714286,10/29/2024 0:00,45382,46291.3994
VKR-138232,40519,41331.60660714286,10/29/2024 0:00,45382,46291.3994
VKR-138233,40519,41331.60660714286,10/29/2024 0:00,45382,46291.3994
VKR-138234,40519,41331.60660714286,10/29/2024 0:00,45382,46291.3994
VKR-138235,40519,41331.60660714286,10/29/2024 0:00,45382,46291.3994
VKR-138236,40519,41331.60660714286,10/29/2024 0:00,45382,46291.3994
VKR-138237,37072,37071.99999999999,10/29/2024 0:00,41521,41520.64
VKR-138238,37072,37071.99999999999,10/29/2024 0:00,41521,41520.64
VKR-138239,37072,37071.99999999999,10/29/2024 0:00,41521,41520.64
VKR-138240,37072,37071.99999999999,10/29/2024 0:00,41521,41520.64
VKR-138241,40519,41331.60660714286,10/30/2024 0:00,45382,46291.3994
VKR-138242,895,895.0001785714285,10/30/2024 0:00,1002,1002.4002
VKR-138243,40519,41331.60660714286,10/30/2024 0:00,45382,46291.3994
VKR-138244,366188,366187.49999999994,10/30/2024 0:00,410130,410130
VKR-138245,36919,36918.75589285714,10/28/2024 0:00,41349,41349.0066
VKR-138256,44754,44753.63223214286,10/30/2024 0:00,50124,50124.068100000004
VKR-138257,19920,19920.064196428568,10/30/2024 0:00,22310,22310.471899999997
VKR-138258,2537,2536.975089285714,10/30/2024 0:00,2841,2841.4121
VKR-138259,29325,29324.53964285714,10/30/2024 0:00,32843,32843.4844
VKR-138260,9673,9672.571071,10/31/2024 0:00,10833,10833.2796
VKR-138261,35666,38114.98538602941,11/1/2024 0:00,38804,41469.1041
VKR-138262,35666,38114.98538602941,11/1/2024 0:00,38804,41469.1041
VKR-138263,35666,38114.98538602941,11/1/2024 0:00,38804,41469.1041
VKR-138264,3481,3480.836964285714,10/31/2024 0:00,3899,3898.5374
VKR-138265,35666,38114.98538602941,11/1/2024 0:00,38804,41469.1041
VKR-138266,8748,8747.756617647057,11/1/2024 0:00,9518,9517.5592
VKR-138267,9419,9419.283915441176,11/1/2024 0:00,10248,10248.1809
VKR-138268,24273,24272.779411764703,11/1/2024 0:00,26409,26408.784
VKR-138269,0,0,11/1/2024 0:00,0,0
VKR-138270,41305,41305.147058823524,11/4/2024 0:00,44940,44940
VKR-138271,2155,2154.6091911764706,11/4/2024 0:00,2344,2344.2148
VKR-138272,31649,31648.853584558816,11/4/2024 0:00,34434,34433.952699999994
VKR-138273,8380,8379.947794117646,11/4/2024 0:00,9117,9117.3832
VKR-138274,40803,40802.98428308823,11/4/2024 0:00,44394,44393.6469
VKR-138275,22494,22493.544025735293,11/4/2024 0:00,24473,24472.9759
VKR-138276,1618,1617.918106617647,11/4/2024 0:00,1760,1760.2949
VKR-138277,562,562.4998161764706,11/4/2024 0:00,612,611.9998
VKR-138278,5830,5829.597794117646,11/4/2024 0:00,6343,6342.6024
VKR-138279,37175,37174.632352941175,11/5/2024 0:00,40446,40446
VKR-138280,40349,40349.38455882353,11/5/2024 0:00,43900,43900.1304
VKR-138281,6850,6849.997334558823,11/5/2024 0:00,7453,7452.7971
VKR-138282,5516,5515.647886029412,11/5/2024 0:00,6001,6001.0249
VKR-138283,39532,39532.484834558825,11/5/2024 0:00,43011,43011.3435
VKR-138284,12367,12367.095220588235,11/5/2024 0:00,13455,13455.3996
VKR-138285,11775,11774.69549632353,11/5/2024 0:00,12811,12810.8687
VKR-138286,6253,6252.747610294117,11/5/2024 0:00,6803,6802.9894
VKR-138287,40563,40563.48446691176,11/5/2024 0:00,44133,44133.0711
VKR-138288,4457,4457.248254,11/5/2024 0:00,4849,4849.4861
VKR-138289,8788,8788.496599264705,11/5/2024 0:00,9562,9561.8843
VKR-138290,6487,6486.523988970588,11/5/2024 0:00,7057,7057.3381
VKR-138291,12201,12200.99531,11/6/2024 0:00,13275,13274.6829
VKR-138292,5645,5644.865716911764,11/6/2024 0:00,6142,6141.6139
VKR-138293,52522,52522.25183823529,11/6/2024 0:00,57144,57144.21
VKR-138294,30260,30259.53033088235,11/6/2024 0:00,32922,32922.369
VKR-138295,12352,12351.901286764705,11/6/2024 0:00,13439,13438.8686
VKR-138296,22992,22992.273161764708,11/6/2024 0:00,25016,25015.593200000003
VKR-138297,10979,10979.467738970588,11/6/2024 0:00,11946,11945.6609
VKR-138298,10100,10100.246231617646,11/6/2024 0:00,10989,10989.0679
VKR-138299,11790,11789.950459558822,11/6/2024 0:00,12827,12827.4661
VKR-138300,28114,28113.739246323526,11/7/2024 0:00,30588,30587.7483
VKR-138302,8574,8573.556801470588,11/7/2024 0:00,9328,9328.0298
VKR-138303,42029,42028.85882352941,11/7/2024 0:00,45727,45727.3984
VKR-138304,12902,12902.395036764705,11/7/2024 0:00,14038,14037.8058
VKR-138305,31804,31804.457812499997,11/7/2024 0:00,34603,34603.2501
VKR-138306,47956,47955.581617647054,11/7/2024 0:00,52176,52175.6728
VKR-138307,12179,12178.991084558822,11/7/2024 0:00,13251,13250.7423
VKR-138308,7338,7337.547150735293,11/7/2024 0:00,7983,7983.2513
VKR-138309,16374,16373.976930147059,11/7/2024 0:00,17815,17814.8869
VKR-138311,44928,44927.98272058823,11/8/2024 0:00,48882,48881.6452
VKR-138312,44928,44927.98272058823,11/8/2024 0:00,48882,48881.6452
VKR-138315,53581,53581.479411764696,11/8/2024 0:00,58297,58296.6496
VKR-138316,4216,4215.748437499999,11/8/2024 0:00,4587,4586.7343
VKR-138317,36792,36791.860845588235,11/8/2024 0:00,40030,40029.5446
VKR-138318,31700,31700.46038602941,11/8/2024 0:00,34490,34490.1009
VKR-138319,40125,40124.734558823526,11/8/2024 0:00,43656,43655.7112
VKR-138320,29220,29219.554779411763,11/8/2024 0:00,31791,31790.8756
VKR-138321,9729,9728.962591911764,11/11/2024 0:00,10585,10585.1113
VKR-138322,7450,7449.997150735293,11/11/2024 0:00,8106,8105.5969
VKR-138323,44928,44927.98272058823,11/11/2024 0:00,48882,48881.6452
VKR-138324,44928,44927.98272058823,11/11/2024 0:00,48882,48881.6452
VKR-138325,44928,44927.98272058823,11/11/2024 0:00,48882,48881.6452
VKR-138326,44928,44927.98272058823,11/11/2024 0:00,48882,48881.6452
VKR-138327,44928,44927.98272058823,11/11/2024 0:00,48882,48881.6452
VKR-138328,13395,13663.119761029411,11/11/2024 0:00,14574,14865.4743
VKR-138329,37901,37900.78547794118,11/12/2024 0:00,41236,41236.0546
VKR-138330,37985,37984.785386029405,11/12/2024 0:00,41327,41327.4465
VKR-138331,9380,9379.917463235293,11/12/2024 0:00,10205,10205.3502
VKR-138332,44754,44753.60781,11/12/2024 0:00,48692,48691.9253
VKR-138333,40160,40159.85955882353,11/12/2024 0:00,43694,43693.927200000006
VKR-138334,36855,36854.985845588235,11/13/2024 0:00,40098,40098.2246
VKR-138335,9380,9379.917463235293,11/13/2024 0:00,10205,10205.3502
VKR-138336,36368,36367.82068014706,11/13/2024 0:00,39568,39568.1889
VKR-138337,25126,25126.478216911764,11/13/2024 0:00,27338,27337.6083
VKR-138338,40519,41331.584099264706,11/13/2024 0:00,44085,44968.7635
VKR-138339,401,400.95441176470587,11/13/2024 0:00,436,436.2384
VKR-138340,40519,41331.584099264706,11/13/2024 0:00,44085,44968.7635
VKR-138341,40519,41331.584099264706,11/13/2024 0:00,44085,44968.7635
VKR-138342,40519,41331.584099264706,11/13/2024 0:00,44085,44968.7635
VKR-138343,40519,41331.584099264706,11/13/2024 0:00,44085,44968.7635
VKR-138344,40519,41331.584099264706,11/13/2024 0:00,44085,44968.7635
VKR-138345,36368,36367.82068014706,11/14/2024 0:00,39568,39568.1889
VKR-138346,1164,1163.9995404411764,11/14/2024 0:00,1266,1266.4315
VKR-138347,36855,36854.985845588235,11/14/2024 0:00,40098,40098.2246
VKR-138348,15880,15880.193841911763,11/14/2024 0:00,17278,17277.6509
VKR-138349,4575,4575.223161764706,11/14/2024 0:00,4978,4977.8428
VKR-138350,11842,11841.895404411762,11/14/2024 0:00,12884,12883.982199999999
VKR-138351,2050,2049.9991727941174,11/14/2024 0:00,2230,2230.3991
VKR-138352,686,685.9297794117647,11/14/2024 0:00,746,746.2916
VKR-138353,40519,41331.584099264706,11/14/2024 0:00,44085,44968.7635
VKR-138354,150,149.9999080882353,11/14/2024 0:00,163,163.1999
VKR-138355,40519,41331.584099264706,11/14/2024 0:00,44085,44968.7635
VKR-138356,21896,21895.87132352941,11/14/2024 0:00,23823,23822.708
VKR-138357,40519,41331.584099264706,11/14/2024 0:00,44085,44968.7635
VKR-138358,40519,41331.584099264706,11/14/2024 0:00,44085,44968.7635
VKR-138359,40519,41331.584099264706,11/14/2024 0:00,44085,44968.7635
VKR-138360,40519,41331.584099264706,11/14/2024 0:00,44085,44968.7635
VKR-138362,182196,182196.23161764705,11/15/2024 0:00,198230,198229.5
VKR-138363,40519,41331.584099264706,11/15/2024 0:00,44085,44968.7635
VKR-138364,40519,41331.584099264706,11/15/2024 0:00,44085,44968.7635
VKR-138365,40519,41331.584099264706,11/15/2024 0:00,44085,44968.7635
VKR-138367,10161,10161.058547794117,11/15/2024 0:00,11055,11055.2317
VKR-138368,38492,38491.62619485294,11/15/2024 0:00,41879,41878.8893
VKR-138369,2441,2441.399080882353,11/15/2024 0:00,2656,2656.2422
VKR-138370,1683,1683.409375,11/15/2024 0:00,1832,1831.5494
VKR-138371,31308,31307.739797794115,11/15/2024 0:00,34063,34062.8209
VKR-138372,44895,44895.35772058823,11/15/2024 0:00,48846,48846.1492
VKR-138373,544,543.9998161764705,11/15/2024 0:00,592,591.8718
VKR-138374,4977,4976.998069852941,11/15/2024 0:00,5415,5414.9739
VKR-138375,420,419.9998161764705,11/15/2024 0:00,457,456.9598
VKR-138376,29550,29549.62619485294,11/15/2024 0:00,32150,32149.993300000002
VKR-138377,13298,13298.094852941174,11/15/2024 0:00,14468,14468.3272
VKR-138378,38721,38721.36011029412,11/15/2024 0:00,42129,42128.8398
VKR-138379,1985,1984.7244485294116,11/15/2024 0:00,2159,2159.3802
VKR-138380,11182,11182.495680147058,11/15/2024 0:00,12167,12166.5553
VKR-138381,44415,44414.982904411765,11/15/2024 0:00,48324,48323.5014
VKR-138382,7192,7191.941268382352,11/18/2024 0:00,7825,7824.8321
VKR-138383,10987,10986.89577205882,11/18/2024 0:00,11954,11953.742599999998
VKR-138384,27180,27179.69908088235,11/19/2024 0:00,29572,29571.5126
VKR-138385,28654,28653.922610294114,11/19/2024 0:00,31175,31175.4678
VKR-138386,10788,10787.911856617646,11/19/2024 0:00,11737,11737.248099999999
VKR-138387,11524,11524.128676470587,11/19/2024 0:00,12538,12538.252
VKR-138388,22890,22889.72527573529,11/19/2024 0:00,24904,24904.021099999998
VKR-138389,37327,37327.48566,11/20/2024 0:00,40612,40612.3044
VKR-138390,57397,57396.65294117647,11/20/2024 0:00,62448,62447.5584
VKR-138391,42853,42852.583547794115,11/20/2024 0:00,46624,46623.6109
VKR-138392,42853,42852.583547794115,11/20/2024 0:00,46624,46623.6109
VKR-138393,38640,38639.98520220588,11/20/2024 0:00,42040,42040.3039
VKR-138394,36309,36308.98602941176,11/20/2024 0:00,39504,39504.1768
VKR-138395,4032,4031.998438,11/20/2024 0:00,4387,4386.8143
VKR-138396,33559,33558.51213235294,11/20/2024 0:00,36512,36511.6612
VKR-138397,14629,14628.594393382353,11/20/2024 0:00,15916,15915.9107
VKR-138398,12379,12379.495312500001,11/20/2024 0:00,13469,13468.890900000002
VKR-138399,50706,50705.98051470588,11/20/2024 0:00,55168,55168.1068
VKR-138400,50706,50705.98051470588,11/20/2024 0:00,55168,55168.1068
VKR-138401,28822,28822.48897058823,11/20/2024 0:00,31359,31358.868
VKR-138402,43234,43233.73336397058,11/20/2024 0:00,47038,47038.3019
VKR-138403,1881,1881.4992647058823,11/21/2024 0:00,2047,2047.0712
VKR-138404,35266,35266.48639705882,11/21/2024 0:00,38370,38369.9372
VKR-138405,40519,41331.584099264706,11/21/2024 0:00,44085,44968.7635
VKR-138406,47558,47557.85670955882,11/21/2024 0:00,51743,51742.9481
VKR-138407,40519,41331.584099264706,11/21/2024 0:00,44085,44968.7635
VKR-138408,8740,8739.553768382353,11/21/2024 0:00,9509,9508.6345
VKR-138409,929,928.5496323529411,11/21/2024 0:00,1010,1010.262
VKR-138410,40519,41331.584191176466,11/21/2024 0:00,44085,44968.7636
VKR-138411,42378,42377.98373161764,11/21/2024 0:00,46107,46107.2463
VKR-138412,40519,41331.584191176466,11/21/2024 0:00,44085,44968.7636
VKR-138413,1562,1562.469301470588,11/21/2024 0:00,1700,1699.9666
VKR-138414,40519,41331.584099264706,11/21/2024 0:00,44085,44968.7635
VKR-138415,40519,41331.584099264706,11/21/2024 0:00,44085,44968.7635
VKR-138416,40519,41331.584191176466,11/21/2024 0:00,44085,44968.7636
VKR-138417,64189,64189.10036764706,11/21/2024 0:00,69838,69837.7412
VKR-138418,133974,133973.94852941175,11/22/2024 0:00,145764,145763.656
VKR-138419,12794,12793.945128676469,11/22/2024 0:00,13920,13919.8123
VKR-138420,9763,9763.061672794118,11/22/2024 0:00,10622,10622.2111
VKR-138421,40296,40295.92113970588,11/22/2024 0:00,43842,43841.9622
VKR-138422,3446,3445.7022058823527,11/22/2024 0:00,3749,3748.924
VKR-138423,0,0,11/25/2024 0:00,0,0
VKR-138424,40519,41331.584191176466,11/25/2024 0:00,44085,44968.7636
VKR-138425,40519,41331.584099264706,11/25/2024 0:00,44085,44968.7635
VKR-138426,40519,41331.58419117647,11/25/2024 0:00,44085,44968.763600000006
VKR-138427,36309,36308.98602941176,11/25/2024 0:00,39504,39504.1768
VKR-138428,11,11.16001838235294,11/25/2024 0:00,12,12.1421
VKR-138429,31032,31032.388051470585,11/25/2024 0:00,33763,33763.2382
VKR-138430,34956,34955.98658088235,11/25/2024 0:00,38032,38032.1134
VKR-138431,14458,14458.494485294117,11/25/2024 0:00,15731,15730.842
VKR-138432,44754,44753.60781249999,11/25/2024 0:00,48692,48691.925299999995
VKR-138433,1368,1368.4360294117646,11/25/2024 0:00,1489,1488.8584
VKR-138434,5838,5837.997794117647,11/25/2024 0:00,6352,6351.7416
VKR-138435,37174,37174.48575367647,11/25/2024 0:00,40446,40445.8405
VKR-138444,38162,38162.23538602941,11/26/2024 0:00,41521,41520.5121
VKR-138445,42029,42028.85882352941,11/26/2024 0:00,45727,45727.3984
VKR-138446,42267,42267.28051470588,11/26/2024 0:00,45987,45986.8012
VKR-138447,46100,46100.23226102941,11/26/2024 0:00,50157,50157.0527
VKR-138448,10967,10966.995772058823,11/26/2024 0:00,11932,11932.0914
VKR-138449,8248,8248.205606617646,11/26/2024 0:00,8974,8974.0477
VKR-138450,27121,27121.48961397059,11/26/2024 0:00,29508,29508.1807
VKR-138452,2905,2904.5589154411764,11/27/2024 0:00,3160,3160.1601
VKR-138453,36882,36882.28584558824,11/27/2024 0:00,40128,40127.927
VKR-138454,3191,3190.9290441176468,11/27/2024 0:00,3472,3471.7308
VKR-138455,44658,44657.98281,11/27/2024 0:00,48588,48587.8853
VKR-138456,289,288.99990808823526,11/27/2024 0:00,314,314.4319
VKR-138457,44658,44657.98281,11/27/2024 0:00,48588,48587.8853
VKR-138458,65559,65559.34981617646,11/27/2024 0:00,71329,71328.5726
VKR-138459,44658,44657.98281,11/27/2024 0:00,48588,48587.8853
VKR-138460,0,0.009558824,11/27/2024 0:00,0,0.0104
VKR-138461,3193,3193.017371323529,11/27/2024 0:00,3474,3474.0029
VKR-138462,29085,29084.55882352941,11/27/2024 0:00,31644,31644
VKR-138463,200,200.47720588235293,11/27/2024 0:00,218,218.1192
VKR-138464,200,200.47720588235293,11/27/2024 0:00,218,218.1192
VKR-138465,29085,29084.55882352941,11/27/2024 0:00,31644,31644
VKR-138466,29085,29084.55882352941,11/27/2024 0:00,31644,31644
VKR-138467,29085,29084.55882352941,11/27/2024 0:00,31644,31644
VKR-138468,29085,29084.55882352941,11/27/2024 0:00,31644,31644
VKR-138469,32448,32447.9875,11/28/2024 0:00,35303,35303.4104
